Symbol,Sector,ListedIn,LDCP,Open,High,Low,Current,Change,ChangePct,Volume
HBL,0807,"ALLSHR,BKTI,JSGBKTI,JSMFI,KSE100,KSE100PR,KSE30,NBPPGI,NITPGI,PSXDIV20,UPP9",318.05,319.0,320.0,315.0,315.72,-2.33,-0.73%,667279
JSMFETF,0837,,11.74,11.77,11.77,11.45,11.54,-0.2,-1.70%,657000
PAKRI,0812,ALLSHR,17.18,17.21,17.25,16.8,16.89,-0.29,-1.69%,651550
GLAXO,0823,"ACI,ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",334.97,337.6,337.6,331.1,332.08,-2.89,-0.86%,646217
HMB,0807,"ALLSHR,KSE100,KSE100PR,PSXDIV20",101.31,101.0,101.78,99.07,100.17,-1.14,-1.12%,646048
AGP,0823,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",163.46,163.99,169.9,163.0,168.2,4.74,2.90%,589531
JVDC,0838,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",144.14,145.15,146.0,142.25,144.71,0.57,0.40%,583233
GGL,0805,"ALLSHR,KMIALLSHR",22.41,22.3,22.65,22.07,22.35,-0.06,-0.27%,571110
FPRMR2,0819,ALLSHR,1.5,1.5,1.5,1.0,1.17,-0.33,-22.00%,565744
GRR,0836,ALLSHR,22.6,22.6,22.8,22.51,22.66,0.06,0.27%,554210
NPL,0824,"ALLSHR,KSE100,KSE100PR",68.18,68.55,69.0,67.2,67.46,-0.72,-1.06%,550372
TBL,0802,ALLSHR,9.38,9.38,9.43,9.25,9.29,-0.09,-0.96%,545901
JSBL,0807,ALLSHR,13.11,13.32,13.59,12.95,13.01,-0.1,-0.76%,534281
GHGL,0811,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",41.8,41.81,42.26,41.01,41.51,-0.29,-0.69%,516071
DCL,0804,"ALLSHR,KMIALLSHR",10.21,10.3,10.3,10.0,10.01,-0.2,-1.96%,506180
MEBLXD,0807,"ALLSHR,BKTI,JSGBKTI,JSMFI,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI,NITPGI,UPP9",578.15,578.0,582.0,571.0,572.3,-5.85,-1.01%,476661
FDPL,0813,ALLSHR,4.74,4.72,4.87,4.6,4.7,-0.04,-0.84%,454404
PTC,0828,"ALLSHR,JSMFI,KSE100,KSE100PR",69.42,69.69,69.88,68.68,68.8,-0.62,-0.89%,433408
IMAGE,0839,"ALLSHR,KMIALLSHR",26.1,26.1,26.43,25.96,26.33,0.23,0.88%,432486
LSECL,0813,ALLSHR,6.19,6.29,6.29,6.11,6.12,-0.07,-1.13%,420963
GATM,0829,"ACI,ALLSHR,KMIALLSHR",24.0,24.0,24.24,23.6,23.68,-0.32,-1.33%,417727
FABLXD,0807,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30,PSXDIV20",96.1,96.1,96.77,95.26,95.46,-0.64,-0.67%,402328
IPAKXB,0822,"ALLSHR,KMIALLSHR",37.82,38.0,38.2,37.5,37.93,0.11,0.29%,399411
LOADS,0802,"ALLSHR,KMIALLSHR",13.08,13.08,13.21,13.0,13.03,-0.05,-0.38%,394832
ASTM,0830,"ALLSHR,KMIALLSHR",152.85,156.4,161.0,137.57,137.65,-15.2,-9.94%,393596
AIRLINK,0828,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30",133.98,133.98,134.7,132.5,132.61,-1.37,-1.02%,391212
SBL,0807,ALLSHR,13.66,13.7,13.7,13.46,13.61,-0.05,-0.37%,377698
FTMM,0819,"ALLSHR,KMIALLSHR",22.14,22.14,22.25,19.93,19.93,-2.21,-9.98%,374710
OLPL,0813,ALLSHR,49.33,48.05,49.4,48.0,48.01,-1.32,-2.68%,373077
DBCINC,0804,ALLSHR,12.73,13.07,13.09,12.2,12.32,-0.41,-3.22%,354482
PINL,0812,ALLSHR,10.59,10.5,11.39,10.32,11.28,0.69,6.52%,354155
QTECH,0828,"ALLSHR,KMIALLSHR",39.96,40.0,40.75,39.4,39.52,-0.44,-1.10%,346912
YOUW,0831,"ALLSHR,KSE100,KSE100PR",5.14,5.19,5.22,5.1,5.13,-0.01,-0.19%,339947
BML,0807,ALLSHR,56.54,56.54,57.49,55.0,56.95,0.41,0.73%,338044
SGPLR,0824,ALLSHR,12.47,11.22,11.22,11.22,11.22,-1.25,-10.02%,326395
AVN,0828,"ALLSHR,KMIALLSHR",30.05,30.49,30.49,29.01,29.67,-0.38,-1.26%,319116
KTML,0829,"ACI,ALLSHR,KMIALLSHR,KSE100,KSE100PR",42.92,42.65,43.73,42.5,43.43,0.51,1.19%,318845
FPRM,0819,"ALLSHR,KMIALLSHR",11.21,11.89,11.89,10.65,10.96,-0.25,-2.23%,317234
PASLNC,0813,ALLSHR,2.41,2.48,2.48,2.37,2.39,-0.02,-0.83%,293929
TOWL,0829,"ALLSHR,KMIALLSHR",144.19,140.05,147.0,134.15,144.28,0.09,0.06%,289502
DCR,0836,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",40.18,40.2,41.0,39.2,40.24,0.06,0.15%,282788
OCTOPUS,0828,"ALLSHR,KMIALLSHR",29.88,29.99,30.6,29.5,29.57,-0.31,-1.04%,282775
FFC,0809,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI,NITPGI,PSXDIV20,UPP9",552.7,552.7,554.5,550.0,552.45,-0.25,-0.04%,279593
KOHC,0804,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",95.74,95.72,95.74,93.0,93.87,-1.87,-1.95%,271715
PAKQATAR,0812,"ALLSHR,KMIALLSHR",19.43,19.43,19.7,19.0,19.35,-0.08,-0.41%,270903
SGF,0816,"ALLSHR,KMIALLSHR",117.55,117.65,118.0,115.5,116.36,-1.19,-1.01%,269943
NCL,0829,ALLSHR,36.72,37.0,37.0,36.25,36.38,-0.34,-0.93%,262528
ANL,0829,"ALLSHR,KMIALLSHR",10.0,9.82,10.15,9.82,9.99,-0.01,-0.10%,260348
GSPMNC,0830,ALLSHR,6.58,6.9,7.11,6.16,6.9,0.32,4.86%,247778
MDTL,0828,ALLSHR,5.44,5.44,5.56,5.33,5.35,-0.09,-1.65%,247569
MSOT,0839,ALLSHR,168.99,169.95,172.25,162.0,167.59,-1.4,-0.83%,245897
GCWL,0805,"ALLSHR,KMIALLSHR",15.64,15.47,15.79,15.21,15.4,-0.24,-1.53%,232926
SPWL,0824,ALLSHR,8.64,8.66,8.79,8.55,8.7,0.06,0.69%,224841
WAFI,0821,"ALLSHR,KMIALLSHR",172.68,173.2,175.79,173.2,174.45,1.77,1.03%,224412
PKGI,0812,ALLSHR,35.2,37.9,37.99,36.05,37.82,2.62,7.44%,224054
CPPL,0822,"ALLSHR,KMIALLSHR",114.31,115.0,115.98,110.11,111.58,-2.73,-2.39%,223167
ISL,0808,"ACI,ALLSHR,KMIALLSHR,KSE100,KSE100PR,PSXDIV20",92.01,92.1,92.98,90.0,90.12,-1.89,-2.05%,215234
GWLC,0804,"ALLSHR,KMIALLSHR",54.0,53.5,54.94,53.01,53.31,-0.69,-1.28%,210429
ITTEFAQ,0808,"ALLSHR,KMIALLSHR",8.32,8.45,8.45,8.26,8.31,-0.01,-0.12%,209068
BCL,0808,"ALLSHR,KMIALLSHR",76.87,76.8,84.56,71.5,84.56,7.69,10.00%,208635
POL,0820,"ALLSHR,KSE100,KSE100PR,KSE30,PSXDIV20",734.56,736.0,737.68,729.03,730.04,-4.52,-0.61%,205978
GDL,0810,"ALLSHR,KMIALLSHR",17.14,17.3,17.3,17.02,17.09,-0.05,-0.29%,199659
ADMM,0829,ALLSHR,51.93,51.93,54.5,51.93,53.96,2.03,3.91%,198627
GTYR,0802,"ALLSHR,KMIALLSHR",29.85,30.15,30.15,29.06,29.5,-0.35,-1.17%,198349
DFML,0801,ALLSHR,16.94,17.15,17.15,16.95,16.98,0.04,0.24%,197557
FCSC,0813,ALLSHR,4.72,4.7,4.79,4.65,4.68,-0.04,-0.85%,196419
TRSM,0819,"ALLSHR,KMIALLSHR",17.16,17.19,17.38,17.0,17.08,-0.08,-0.47%,195586
SINDM,0819,"ALLSHR,KMIALLSHR",30.61,30.81,32.0,30.64,31.31,0.7,2.29%,189228
MARI,0820,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI,NITPGI,OGTI",663.26,666.98,666.98,661.19,663.67,0.41,0.06%,188313
MUGHAL,0808,"ACI,ALLSHR,KMIALLSHR",78.76,79.0,79.47,78.0,78.31,-0.45,-0.57%,188159
NML,0829,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,MII30",143.86,143.11,144.85,143.1,143.39,-0.47,-0.33%,184979
STL,0828,"ALLSHR,KMIALLSHR",24.78,24.78,25.0,24.47,24.71,-0.07,-0.28%,184304
BAPL,0805,ALLSHR,30.96,31.39,34.06,31.39,34.06,3.1,10.01%,179419
DNCC,0804,"ALLSHR,KMIALLSHR",16.05,16.12,16.6,15.75,16.14,0.09,0.56%,174214
KAPCO,0824,"ALLSHR,KSE100,KSE100PR,PSXDIV20",27.47,27.45,27.64,27.33,27.38,-0.09,-0.33%,171276
SELECT,0828,"ALLSHR,KMIALLSHR",27.77,28.1,28.1,27.43,27.49,-0.28,-1.01%,164857
IGIHL,0812,ALLSHR,257.05,257.0,269.9,257.0,268.41,11.36,4.42%,160636
BBFL,0810,"ALLSHR,KMIALLSHR",42.65,42.7,43.0,42.3,42.58,-0.07,-0.16%,155974
ABOT,0823,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",940.26,931.0,958.99,925.0,941.94,1.68,0.18%,155484
HIRATNC,0830,ALLSHR,6.41,6.26,6.39,6.01,6.14,-0.27,-4.21%,152283
SPAC1,0813,ALLSHR,14.0,13.61,15.4,13.61,14.13,0.13,0.93%,148714
HRPL,0826,"ALLSHR,KMIALLSHR",22.02,22.35,22.49,21.9,22.2,0.18,0.82%,147249
BIFO,0805,"ALLSHR,KMIALLSHR",125.97,128.47,128.47,120.52,121.37,-4.6,-3.65%,144977
AMTEXNC,0830,ALLSHR,4.14,4.29,4.29,4.01,4.1,-0.04,-0.97%,142989
BFMOD,0819,"ALLSHR,KMIALLSHR",24.0,24.01,25.8,23.12,24.55,0.55,2.29%,139087
NATF,0810,"ACI,ALLSHR,KSE100,KSE100PR,PSXDIV20",370.21,367.11,372.99,367.11,371.78,1.57,0.42%,138717
CHBL,0829,ALLSHR,9.07,9.1,9.25,8.92,9.02,-0.05,-0.55%,135307
EPQL,0824,"ALLSHR,KMIALLSHR",24.85,24.95,24.95,24.58,24.67,-0.18,-0.72%,133154
BGL,0811,ALLSHR,10.53,10.41,10.6,10.23,10.25,-0.28,-2.66%,132965
ZAL,0828,"ALLSHR,KMIALLSHR",39.5,40.0,40.0,39.0,39.28,-0.22,-0.56%,132790
ASTL,0808,ALLSHR,15.32,15.32,15.43,15.21,15.24,-0.08,-0.52%,131817
DFSM,0830,"ALLSHR,KMIALLSHR",14.23,14.49,14.49,13.96,13.98,-0.25,-1.76%,130797
UBLPETF,0837,,29.25,29.29,29.36,29.15,29.22,-0.03,-0.10%,130000
GHNI,0801,"ALLSHR,JSMFI,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30",1290.11,1290.0,1322.0,1286.01,1307.62,17.51,1.36%,129416
BFBIO,0823,"ALLSHR,KMIALLSHR",132.33,132.01,134.0,131.0,132.05,-0.28,-0.21%,127531
HIFA,0806,ALLSHR,5.18,5.1,5.26,4.96,5.1,-0.08,-1.54%,126275
PICT,0833,"ALLSHR,KMIALLSHR",44.95,44.8,45.5,43.26,43.6,-1.35,-3.00%,122467
IREIT,0836,"ALLSHR,KMIALLSHR",7.99,8.0,8.08,7.95,8.04,0.05,0.63%,120441
FCIBL,0813,ALLSHR,32.08,34.5,35.29,33.5,35.29,3.21,10.01%,119223
MCB,0807,"ALLSHR,BKTI,JSGBKTI,KSE100,KSE100PR,KSE30,NBPPGI,NITPGI,PSXDIV20",405.27,405.0,405.0,398.0,400.17,-5.1,-1.26%,117847
TGL,0811,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",180.95,181.9,182.0,178.0,180.29,-0.66,-0.36%,114213
LSEVL,0813,ALLSHR,12.69,12.31,12.99,12.31,12.55,-0.14,-1.10%,113962
NICL,0805,ALLSHR,261.0,261.0,264.75,259.0,261.34,0.34,0.13%,108325
SPEL,0822,"ALLSHR,KMIALLSHR",44.44,44.5,44.75,44.15,44.58,0.14,0.32%,108267
RUBYNC,0830,"ALLSHR,KMIALLSHR",22.91,22.91,24.7,22.91,23.85,0.94,4.10%,106201
ABLXD,0807,"ALLSHR,KSE100,KSE100PR",169.53,169.55,171.1,169.55,170.34,0.81,0.48%,105280
ALAC,0812,ALLSHR,19.91,20.24,20.24,19.76,19.98,0.07,0.35%,104596
MFL,0810,"ALLSHR,KMIALLSHR",40.54,40.52,41.0,40.01,40.11,-0.43,-1.06%,102672
SPAC2,0813,ALLSHR,13.5,13.78,14.25,13.5,13.85,0.35,2.59%,97578
FTSM,0819,"ALLSHR,KMIALLSHR",48.87,47.99,48.5,43.98,45.51,-3.36,-6.88%,97442
KML,0829,ALLSHR,9.46,9.2,9.4,9.1,9.1,-0.36,-3.80%,95966
GUSMWU,0830,ALLSHR,8.88,8.7,9.88,8.7,8.87,-0.01,-0.11%,95438
WAHDAT,0810,"ALLSHR,KMIALLSHR",15.78,15.89,15.89,15.51,15.66,-0.12,-0.76%,94849
ECOP,0818,"ALLSHR,KMIALLSHR",48.5,48.0,49.25,47.02,49.16,0.66,1.36%,93497
ICL,0805,"ALLSHR,KMIALLSHR",134.06,134.9,135.49,130.05,133.91,-0.15,-0.11%,93362
TCORP,0826,"ALLSHR,KMIALLSHR",20.07,20.01,20.49,19.0,19.77,-0.3,-1.49%,93080
MSCL,0808,"ALLSHR,KMIALLSHR",23.52,23.8,23.8,22.51,23.28,-0.24,-1.02%,92480
QUICE,0810,"ALLSHR,KMIALLSHR",30.45,30.45,30.45,29.49,29.54,-0.91,-2.99%,91575
IMS,0813,ALLSHR,20.8,20.3,21.35,20.3,20.49,-0.31,-1.49%,89621
PTL,0802,"ALLSHR,KMIALLSHR",54.65,54.98,55.0,54.2,54.28,-0.37,-0.68%,88948
AKDSL,0813,ALLSHR,37.18,37.02,37.8,37.01,37.58,0.4,1.08%,86877
LPL,0824,ALLSHR,21.02,20.67,21.19,20.65,21.02,0.0,0.00%,85676
TATM,0830,"ALLSHR,KMIALLSHR",172.6,172.1,172.44,166.0,167.91,-4.69,-2.72%,84745
CTM,0830,ALLSHR,6.74,6.86,6.9,6.6,6.66,-0.08,-1.19%,81186
KOHE,0824,"ALLSHR,KMIALLSHR",15.7,15.56,15.83,15.51,15.56,-0.14,-0.89%,78316
RPL,0822,"ALLSHR,KMIALLSHR",16.04,16.01,16.24,15.98,16.09,0.05,0.31%,78168
BFAGRO,0810,"ALLSHR,KMIALLSHR",33.03,33.03,33.38,32.92,33.04,0.01,0.03%,77945
CHCC,0804,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",302.27,307.0,307.0,302.01,302.51,0.24,0.08%,77564
HALEON,0823,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",714.69,715.0,756.0,709.0,719.51,4.82,0.67%,77485
786,0813,ALLSHR,23.08,23.01,23.48,21.02,23.19,0.11,0.48%,76664
MTL,0801,"ACI,ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30,PSXDIV20",301.45,301.99,304.8,300.05,301.7,0.25,0.08%,72687
RICL,0812,ALLSHR,12.3,12.26,12.5,11.97,12.24,-0.06,-0.49%,71978
GAMONNC,0818,ALLSHR,23.41,23.98,23.98,21.3,22.31,-1.1,-4.70%,71947
LCI,0805,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",220.5,221.0,221.0,217.01,219.34,-1.16,-0.53%,71774
MQTM,0830,"ALLSHR,KMIALLSHR",30.35,30.44,30.44,27.52,28.86,-1.49,-4.91%,69412
DOL,0805,"ALLSHR,KMIALLSHR",29.79,29.5,30.18,29.5,29.97,0.18,0.60%,68578
AGSML,0826,ALLSHR,8.77,8.71,9.0,8.71,8.87,0.1,1.14%,66159
PIM,0819,"ALLSHR,KMIALLSHR",58.27,54.0,57.49,52.44,52.44,-5.83,-10.00%,65463
SHDT,0830,"ALLSHR,KMIALLSHR",57.2,57.95,57.95,56.12,56.99,-0.21,-0.37%,64828
SRR,0836,"ALLSHR,KMIALLSHR",16.67,16.7,16.85,16.4,16.72,0.05,0.30%,64808
AGL,0809,ALLSHR,45.56,45.56,45.57,44.51,45.35,-0.21,-0.46%,63482
MERIT,0822,"ALLSHR,KMIALLSHR",9.65,9.99,10.0,9.51,9.66,0.01,0.10%,62642
PABC,0818,"ALLSHR,KSE100,KSE100PR",99.99,100.0,100.01,97.0,99.15,-0.84,-0.84%,62284
IBLHL,0823,"ALLSHR,KMIALLSHR",46.52,46.48,47.0,46.05,46.45,-0.07,-0.15%,61690
AHL,0813,ALLSHR,135.22,135.52,136.5,134.49,134.61,-0.61,-0.45%,61290
JATM,0830,"ALLSHR,KMIALLSHR",39.49,40.0,41.8,38.55,39.42,-0.07,-0.18%,60292
DIIL,0818,ALLSHR,66.01,72.49,72.61,69.0,72.61,6.6,10.00%,59826
SAZEW,0801,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30",1883.76,1883.76,1897.87,1880.0,1883.57,-0.19,-0.01%,59457
JSCL,0813,ALLSHR,22.2,22.75,22.75,22.0,22.01,-0.19,-0.86%,57178
KOIL,0829,ALLSHR,40.42,40.95,41.39,40.01,40.23,-0.19,-0.47%,56465
APL,0821,"ALLSHR,KSE100,KSE100PR,PSXDIV20",584.3,586.77,590.89,585.0,589.49,5.19,0.89%,56161
DAAG,0805,"ALLSHR,KMIALLSHR",91.16,88.01,100.28,88.01,100.28,9.12,10.00%,55241
SHNI,0812,ALLSHR,8.71,8.97,8.97,8.56,8.65,-0.06,-0.69%,54529
FECTC,0804,"ALLSHR,KMIALLSHR",106.55,107.54,109.0,106.0,106.1,-0.45,-0.42%,54521
ARUJNC,0829,ALLSHR,11.96,11.99,11.99,11.22,11.71,-0.25,-2.09%,53715
KOHTM,0830,"ALLSHR,KMIALLSHR",121.17,124.5,124.5,119.0,120.93,-0.24,-0.20%,52453
MEHT,0829,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",141.41,141.98,142.45,140.0,140.51,-0.9,-0.64%,51505
LEUL,0816,"ALLSHR,KMIALLSHR",59.52,65.47,65.47,65.47,65.47,5.95,10.00%,51026
KSBP,0808,"ALLSHR,KMIALLSHR",233.69,238.0,238.0,229.5,230.65,-3.04,-1.30%,50799
DLL,0813,ALLSHR,50.79,50.4,50.99,49.8,49.94,-0.85,-1.67%,50327
ACPL,0804,"ALLSHR,KMIALLSHR",233.03,235.0,235.0,233.0,233.97,0.94,0.40%,48994
FML,0829,"ALLSHR,KMIALLSHR",49.74,50.94,51.5,49.6,50.08,0.34,0.68%,48936
TPLL,0812,ALLSHR,20.94,20.8,21.23,20.62,20.81,-0.13,-0.62%,48608
HGFA,0806,"ALLSHR,KSE100,KSE100PR",14.66,14.94,14.94,14.3,14.5,-0.16,-1.09%,47773
SRVI,0816,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",199.53,199.98,200.98,193.0,196.08,-3.45,-1.73%,47206
ARCTM,0830,"ALLSHR,KMIALLSHR",43.58,44.98,45.0,41.1,42.32,-1.26,-2.89%,46749
AATM,0830,ALLSHR,66.5,65.1,69.3,60.1,62.48,-4.02,-6.04%,45202
GRYL,0815,ALLSHR,22.18,23.0,23.35,21.0,21.84,-0.34,-1.53%,44967
HTL,0821,"ALLSHR,KMIALLSHR",40.34,40.7,40.7,40.08,40.2,-0.14,-0.35%,44481
FECM,0819,"ALLSHR,KMIALLSHR",27.72,28.84,28.98,25.65,27.07,-0.65,-2.34%,44249
MUGHALC,0808,ALLSHR,61.98,60.01,66.99,58.36,61.98,0.0,0.00%,43151
EMCO,0803,"ALLSHR,KMIALLSHR",43.54,43.89,44.85,43.0,43.33,-0.21,-0.48%,41666
BUXL,0805,"ALLSHR,KMIALLSHR",842.52,919.99,926.77,915.0,926.77,84.25,10.00%,40411
BRRG,0838,"ALLSHR,KMIALLSHR",44.1,44.5,46.0,44.5,45.9,1.8,4.08%,39892
JLICLXDXB,0812,ALLSHR,116.05,117.5,121.98,115.5,116.22,0.17,0.15%,39580
ZTL,0831,"ALLSHR,KMIALLSHR",16.66,16.7,16.99,16.25,16.49,-0.17,-1.02%,37198
UVIC,0812,ALLSHR,19.07,19.5,20.98,19.0,19.85,0.78,4.09%,35716
UBDL,0818,"ALLSHR,KMIALLSHR",29.42,29.5,31.0,28.01,28.14,-1.28,-4.35%,35348
FEM,0819,"ALLSHR,KMIALLSHR",11.81,11.8,11.98,11.32,11.48,-0.33,-2.79%,34439
UDLI,0818,"ALLSHR,KMIALLSHR",17.99,18.19,18.19,17.9,17.94,-0.05,-0.28%,30888
ORM,0819,"ALLSHR,KMIALLSHR",11.35,11.42,11.44,11.2,11.29,-0.06,-0.53%,30869
CENIXD,0812,ALLSHR,58.06,57.0,57.9,55.21,55.84,-2.22,-3.82%,30492
THALL,0802,"ALLSHR,KSE100,KSE100PR",571.47,580.0,580.0,560.0,563.21,-8.26,-1.44%,28370
PKGP,0824,ALLSHR,38.93,38.91,39.5,37.5,38.8,-0.13,-0.33%,28350
STCL,0811,"ALLSHR,KMIALLSHR",10.31,10.3,10.3,10.05,10.08,-0.23,-2.23%,28003
SKRSNC,0826,"ALLSHR,KMIALLSHR",28.41,28.98,28.98,27.61,27.8,-0.61,-2.15%,27158
FHAM,0819,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",32.63,32.65,32.9,32.25,32.5,-0.13,-0.40%,26720
SLYTWU,0830,ALLSHR,17.57,18.5,18.98,16.8,18.12,0.55,3.13%,26077
DWTMWU,0830,ALLSHR,10.56,10.98,10.98,10.0,10.0,-0.56,-5.30%,25888
RUPL,0827,"ALLSHR,KMIALLSHR",31.55,32.0,32.0,31.06,31.1,-0.45,-1.43%,25805
SHFA,0818,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",484.61,484.61,520.0,479.33,480.08,-4.53,-0.93%,25520
PIOC,0804,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",258.48,258.98,259.99,257.7,257.93,-0.55,-0.21%,25138
INIL,0808,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",170.2,172.2,172.2,169.05,169.28,-0.92,-0.54%,24650
EFUGXD,0812,ALLSHR,127.99,128.8,134.9,122.01,129.86,1.87,1.46%,24554
JSGBETF,0837,,41.48,41.09,41.31,41.0,41.0,-0.48,-1.16%,24500
PPP,0822,"ALLSHR,KMIALLSHR",139.14,138.01,144.0,138.01,142.37,3.23,2.32%,23468
KOHP,0824,ALLSHR,22.05,23.47,23.47,21.85,22.05,0.0,0.00%,23247
PGLC,0815,"ALLSHR,KSE100,KSE100PR",16.17,16.06,16.65,15.78,16.38,0.21,1.30%,21398
ARPAK,0818,ALLSHR,172.88,176.98,184.4,155.8,179.16,6.28,3.63%,21146
HUSI,0838,ALLSHR,51.18,51.18,51.8,50.0,50.0,-1.18,-2.31%,20262
SCBPL,0807,"ALLSHR,KSE100,KSE100PR",67.76,67.74,68.0,65.98,67.67,-0.09,-0.13%,19947
JSML,0826,"ALLSHR,KMIALLSHR",57.23,57.0,57.5,55.3,56.46,-0.77,-1.34%,19415
